Title;ID;Description;Date;Hour;Class;Price;Categoria;Modelo;Marca;Ano;Quilometragem;Potência do motor;Combustível;Cor;CEP;City;Neighborhood;Link;Tipo de veículo;Câmbio;Direção;Portas;Final de placa;Vidro elétrico;Air bag;Trava elétrica;Ar condicionado;Direção hidráulica;Alarme;Som;Sensor de ré;Câmera de ré;Blindado
Carro corola ;932203141;Vendo ou troco por moto de menor valor esse Corolla conservado completo com jogo de rodas 17 com os pneus bem novinhos emplacado sem multa e recibo pronto pra transferir aceito todos cartão até em 12x ZAP 9885... ver número ou 9815... ver número ;16/09;15:01;amateur;24500;Carros, vans e utilitários;TOYOTA COROLLA GLI 1.8 FLEX 16V MEC.;TOYOTA;2006;285371;1.8;Flex;Prata;57061130;Maceió;Tabuleiro do Martins;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/carro-corola-932203141;Sedã;Manual;Hidráulica;4 portas;7;yes;yes;yes;yes;yes;yes;yes;;;
Gol 2009 G4 1.0 Aceito Trocas;865216360;Carro muito conservado, completo, Exceto direção hidráulica, Rodas/Calotas Aro 15. Farol de Milha.  Bastante alinhado, 2008/2009, tanto externa, como internamente bem conservado.  ACEITO  Veículos de Maior ou Menor valor , bem como MOTOS !  Whatsapp (82) 9964... ver número Alan Veiga;16/09;15:01;professional;17900;Carros, vans e utilitários;VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P;VW - VOLKSWAGEN;2009;159139;1.0;Flex;Vermelho;57055790;Maceió;Pinheiro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-2009-g4-1-0-aceito-trocas-865216360;Hatch;Manual;Mecânica;4 portas;6;yes;;yes;yes;;yes;;;;
Etios sedan 2015 XS 1.5;932240893;Oportunidade de ter um carro com a procedência garantida e conservado.  Ligue e venha conferir.   82 9997... ver número Adailton;16/09;14:58;amateur;42000;Carros, vans e utilitários;TOYOTA ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.;TOYOTA;2015;106000;1.5;Flex;Prata;57030170;Maceió;Pajuçara;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/etios-sedan-2015-xs-1-5-932240893;Sedã;Manual;Hidráulica;;7;yes;yes;yes;yes;yes;yes;yes;;;
Gol 2020 Garantia de fábrica;932190109;GOL 2020. Único dono. Completo. Sensor de ré. Mídia original Volks.  18,200 km. Não fez a segunda revisão ainda. Todo ORIGINAL. Garantia até fim ano 2022.   R$ 51.000. Comprado na Viva. NF, Manual, Chave reserva. IPVA 2021 QUITADO  HENRIQUE 82 9990... ver número;16/09;14:56;amateur;51000;Carros, vans e utilitários;VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P;VW - VOLKSWAGEN;2020;18200;1.0;Flex;Branco;57051130;Maceió;Farol;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/gol-2020-garantia-de-fabrica-932190109;Passeio;Manual;Hidráulica;4 portas;4;yes;yes;;yes;yes;yes;yes;;;
Hyundai HB20 1.6 Comfort Plus (Flex);928082293;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Alarme Ar condicionado Computador de bordo Desembaçador traseiro Direção hidráulica Distribuição eletrônica de frenagem Entrada USB Freio ABS Limpador traseiro Retrovisores elétricos Rádio Travas elétricas Vidros elétricos;16/09;14:44;professional;59260;Carros, vans e utilitários;HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.;HYUNDAI;2019;54240;1.6;Flex;Prata;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-comfort-plus-flex-928082293;Passeio;Manual;Hidráulica;4 portas;0;yes;yes;yes;yes;;yes;;;;
Kwid zen;932232961;Vendo kwid zen Ar Direção hidráulica Vidros elétricos  Não aceito troca;16/09;14:41;amateur;38000;Carros, vans e utilitários;RENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.;RENAULT;2019;36000;1.0;Flex;Branco;57051190;Maceió;Farol;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-932232961;Hatch;Manual;Hidráulica;4 portas;7;yes;yes;yes;yes;yes;yes;yes;;;
Fiat Mobi Evo Like 1.0 (Flex);923623101;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Ar condicionado Computador de bordo Direção hidráulica Distribuição eletrônica de frenagem Freio ABS Travas elétricas Vidros elétricos Volante com regulagem de altura;16/09;14:33;professional;45600;Carros, vans e utilitários;FIAT MOBI LIKE 1.0 FIRE FLEX 5P.;FIAT;2019;27201;1.0;Flex;Prata;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-evo-like-1-0-flex-923623101;Passeio;Manual;Hidráulica;4 portas;4;yes;yes;yes;yes;;;;;;
Ducato cargo Furgão ;932229046;*Fiat/Ducato cargo  *Ano 2015/2016  *Com ar-condicionado e direção Hidráulica. *170.056km ( Pronto p/ trabalhar).  Em ótimas condições.;16/09;14:33;amateur;80000;Carros, vans e utilitários;FIAT ;FIAT;2016;;;;;57072040;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ducato-cargo-furgao-932229046;;;;;;;;;;;;;;;
Jeep Renegade Longitude 1.8 4x2 (Aut) (Flex);915506928;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Aerofólio Air bag motorista Air bag passageiro Alarme Ar condicionado Central multimídia Computador de bordo Desembaçador traseiro Direção elétrica Direção hidráulica Distribuição eletrônica de frenagem Entrada USB Farol de milha Freio ABS Limpador traseiro Piloto automático Retrovisores elétricos Rodas de liga leve Rádio Sensor de estacionamento Travas elétricas Vidros elétricos Volante com regulagem de altura;16/09;14:28;professional;94990;Carros, vans e utilitários;JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.;JEEP;2020;36859;1.8;Flex;Prata;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-4x2-aut-flex-915506928;Passeio;Automático;Hidráulica;4 portas;6;yes;yes;yes;yes;;yes;;yes;;
Renault Captur Intense 2.0 16v (Aut) (Flex);925775390;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Aerofólio Air bag lateral Air bag motorista Air bag passageiro Alarme Ar condicionado Central multimídia Computador de bordo Desembaçador traseiro Direção hidráulica Distribuição eletrônica de frenagem Entrada USB Farol de milha Freio ABS Limpador traseiro Piloto automático Retrovisores elétricos Rodas de liga leve Rádio Sensor de chuva Sensor de estacionamento Travas elétricas Vidros elétricos Volante com regulagem de altura;16/09;14:28;professional;98270;Carros, vans e utilitários;RENAULT CAPTUR INTENSE 2.0 16V FLEX 5P AUT.;RENAULT;2021;24611;2.0 - 2.9;Flex;Preto;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-intense-2-0-16v-aut-flex-925775390;Passeio;Automático;Hidráulica;4 portas;7;yes;yes;yes;yes;;yes;;yes;;
Toyota Etios X 1.3 (Aut) (Flex);929504782;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Aerofólio Air bag motorista Air bag passageiro Ar condicionado Central multimídia Computador de bordo Desembaçador traseiro Direção elétrica Direção hidráulica Distribuição eletrônica de frenagem Freio ABS Limpador traseiro Retrovisores elétricos Travas elétricas Vidros elétricos Volante com regulagem de altura;16/09;14:28;professional;61240;Carros, vans e utilitários;TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.;TOYOTA;2020;47806;1.3;Flex;Prata;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-x-1-3-aut-flex-929504782;Passeio;Automático;Hidráulica;4 portas;3;yes;yes;yes;yes;;;;;;
Fiat Uno Attractive 1.0 8V (Flex) 4p;926350840;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar.  ;16/09;14:28;professional;47460;Carros, vans e utilitários;FIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;FIAT;2020;34307;1.0;Flex;Prata;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-1-0-8v-flex-4p-926350840;Passeio;Manual;Hidráulica;4 portas;9;yes;yes;yes;yes;;;;;;
Caminhonete  GM/S10  Advantage Flex/GNV Perfeita, Muito Boa;927830658;Caminhonete 2007/3008 Gabine Dupla   Preta, completa Ar, Direção hidráulica, vidros, trava, estribos,  Santo Antônio,  engate, aparelho de som, bagageiro no teto, capota marítima, Gás natural, chave canivete, Rodas Megaleve,  pneus bons, bomba e frange de combustível novos, correia dentada nova, limpeza dos bicos feito recente, motor, câmbio e toda mecânica excelente.  Contato: 9980... ver número celular e Zap. Atendo Chat. ;16/09;14:28;amateur;35500;Carros, vans e utilitários;GM - CHEVROLET S10 P-UP ADVANT. 2.4/2.4 MPFI F.POWER CD;GM - CHEVROLET;2008;172400;2.0 - 2.9;Flex;Preto;57072010;Maceió;Cidade Universitária;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/caminhonete-gm-s10-advantage-flex-gnv-perfeita-muito-boa-927830658;Pick-up;Manual;Hidráulica;4 portas;6;yes;;yes;yes;yes;yes;yes;;;
Nissan Kicks 2019 Sv ;927104851;For sale:  Emplacado 2021  48 mil km    Nissan Ano: 2019 Vei?culo: Kicks  Modelo: Sv Motor: 1.6 Pote?ncia CV: 120 (A) 118 (G) Combusti?vel: Flex Ca?mbio: Automática    De se?rie:  Ar condicionado  Direc?a?o elétrica Vidros ele?tricos Travas ele?tricas Central multimídia  Airbags frontais  Abs Volante escamoteavel Rodas em liga leve aro 17 Chave presencial Start stop Câmera de ré  Computador de bordo Drl Controle de tração e estabilidade  Faróis de milha   R$ 93.000,00  Contato: (82) 9991... ver número/ 9884... ver número/ 9998... ver número   TIAGO CALHEIROS VEI?CULOS AV. FERNANDES LIMA, 3600, GRUTA DE LOURDES, EM FRENTE A RENAULT GAMA.;16/09;14:26;professional;93000;Carros, vans e utilitários;NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.;NISSAN;2019;48000;1.6;Flex;Cinza;57052400;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-2019-sv-927104851;SUV;Automático;;4 portas;;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Tracker Premier 1.2 Turbo 2021;931172190;Veículo com 4.000km.  Estado de zero. Sem detalhes.;16/09;14:22;amateur;129000;Carros, vans e utilitários;GM - CHEVROLET TRACKER PREMIER 1.2 TURBO 12V FLEX AUT;GM - CHEVROLET;2021;4000;1.2;Flex;Cinza;57036730;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/tracker-premier-1-2-turbo-2021-931172190;SUV;Automático;Elétrica;4 portas;2;yes;yes;yes;yes;yes;yes;yes;yes;yes;
NISSAN TIIDA 2012/2013;932223763;Carro super conservado. Trocado nos últimos 4 meses: kit embreagem,  feito toda suspensão, vela   bonina. Tudo comprovado com notas. Pintura perfeita. Valor 28 mil.82 9965... ver número. VAL. não respondo chat. ;16/09;14:20;amateur;28000;Carros, vans e utilitários;NISSAN TIIDA SEDAN 1.8 16V FLEX FUEL 4P;NISSAN;2013;116000;1.8;Flex;Prata;57052850;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-2012-2013-932223763;Sedã;Manual;Elétrica;;6;yes;yes;yes;yes;;yes;yes;yes;;
Corsa classic;932223203;Corsa classic todo bom aceito proposta Marciel (82) 9872... ver número;16/09;14:19;amateur;11000;Carros, vans e utilitários;GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P;GM - CHEVROLET;2006;0;;Flex;Prata;57061110;Maceió;Tabuleiro do Martins;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-932223203;Sedã;Manual;Hidráulica;4 portas;4;yes;;yes;yes;yes;;;;;
Renault Logan Life 1.0 12V SCe (Flex);909446118;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado ;16/09;14:17;professional;54180;Carros, vans e utilitários;RENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.;RENAULT;2021;50455;1.0;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-life-1-0-12v-sce-flex-909446118;Passeio;Manual;;4 portas;;;;;;;;;;;
Ford ka sedan;932221993;Ford KA sedan SE,  1.5  Única dona Todo revisado na Ford  Garantia em dia  Estado de zero.;16/09;14:16;amateur;60000;Carros, vans e utilitários;FORD KA 1.5 SEDAN SE PLUS 12V FLEX 4P AUT.;FORD;2020;25500;1.5;Flex;Cinza;57052481;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-sedan-932221993;Sedã;Automático;Elétrica;4 portas;0;yes;yes;yes;yes;yes;yes;yes;yes;;
Spin Activ 5 lugares;932220155;Carro para pessoas exigentes  Lataria impecável  Revisões em dias IPVA 2021 quitado GNV regularizado até 10/2022  ?O PREÇO PRA ENTREGAR JÁ É ESSE DO ANÚNCIO?  Oportunidade única!;16/09;14:12;professional;57000;Carros, vans e utilitários;GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.;GM - CHEVROLET;2018;57000;;Gás Natural;;57035400;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/spin-activ-5-lugares-932220155;;Automático;Elétrica;4 portas;4;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Jeep Renegade Longitude 1.8 4x2 (Aut) (Flex);925365361;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Aerofólio Air bag motorista Air bag passageiro Alarme Ar condicionado Central multimídia Computador de bordo Desembaçador traseiro Direção elétrica Direção hidráulica Distribuição eletrônica de frenagem Entrada USB Farol de milha Freio ABS Limpador traseiro Piloto automático Retrovisores elétricos Rodas de liga leve Rádio Sensor de estacionamento Travas elétricas Vidros elétricos Volante com regulagem de altura;16/09;14:11;professional;93490;Carros, vans e utilitários;JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.;JEEP;2020;39974;1.8;Flex;Vermelho;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-4x2-aut-flex-925365361;Passeio;Automático;Hidráulica;4 portas;4;yes;yes;yes;yes;;yes;;yes;;
Kangoo 2008;932189157;Kangoo 2008 Flex 1.6 ;16/09;14:11;amateur;21000;Carros, vans e utilitários;RENAULT KANGOO EXPRESS HI-FLEX 1.6 16V;RENAULT;2008;300000;1.6;Flex;Branco;57020440;Maceió;Centro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/kangoo-2008-932189157;Van/Utilitário;Manual;Mecânica;2 portas;;;;;;;;;;;
S10 Lt 2014 Flex ( LEIA ANUNCIO );916337840;S-10 LT  ANO: 2014 KM: 100.000 MOTOR: FLEX EMPLACADO 2021  Carro com 4 Pneus novos com 1 mês de uso, foi feita revisão de motor, caixa de direção, freios, mangotes, bateria, correia de alternador. Tudo 100% ok. Carro possui rodas da Highcountry R16 compradas zeras a 4 meses atrás. Interior feito caramelo, painel praticamente Zero.   CARRO PARA PERFECCIONISTAS.  *Motivo da venda* não precisarei mais usar caminhonete e vou pra um carro baixo.  *Analiso Trocas*;16/09;13:55;amateur;82000;Carros, vans e utilitários;GM - CHEVROLET S10 P-UP COLINA 2.4/2.4 MPFI F.POWER CS;GM - CHEVROLET;2014;96000;2.0 - 2.9;Flex;Branco;57038280;Maceió;Cruz das Almas;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/s10-lt-2014-flex-leia-anuncio-916337840;Pick-up;Manual;Hidráulica;4 portas;8;yes;yes;yes;yes;;yes;yes;;yes;
Agile 1.4 LTZ (OPORTUNIDADE );927375093;Totalmente conservado e original  Pneus novos Emplacado 2021 Documentações ok Manual e chave reserva  Totalmente conservado  Versão top Acendimento dos faróis elétrico Vidros elétricos nas 4portas Ar condicionado digital  Computador de bordo Faróis de milha  Rodas de liga leve  Volante com regulagem de altura   WHATSAPP: 82 9916... ver número;16/09;13:41;professional;26900;Carros, vans e utilitários;GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P;GM - CHEVROLET;2011;92000;1.4;Flex;Cinza;57052675;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/agile-1-4-ltz-oportunidade-927375093;Hatch;Manual;Hidráulica;4 portas;;yes;yes;yes;yes;yes;;yes;;;
Tracker LTZ 2017 Turbo Completa 86 mil ;932199853;Carro completo com baixo Km, apenas 43 mil rodados, teto solar, banco de couro, computador de bordo, automática, chave reserva, motor turbo. Para mais detalhes, marcar visitas fala pelo contato: 08299... ver número;16/09;13:37;amateur;86000;Carros, vans e utilitários;GM - CHEVROLET TRACKER LTZ 1.4 TURBO 16V FLEX 4X2 AUT.;GM - CHEVROLET;2017;43000;1.4;Flex;Vermelho;57035690;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/tracker-ltz-2017-turbo-completa-86-mil-932199853;SUV;Automático;Hidráulica;4 portas;0;yes;yes;yes;yes;yes;yes;yes;yes;yes;
FIESTA 2012 1.0 pra vender logo ;897553303; Vendo a vista ou financiado.  Até 60x 9 8727... ver número ;16/09;13:35;professional;23500;Carros, vans e utilitários;FORD FIESTA;FORD;2012;88000;1.0;Flex;Preto;57046025;Maceió;Serraria;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2012-1-0-pra-vender-logo-897553303;Hatch;Manual;Hidráulica;4 portas;;yes;yes;yes;yes;yes;yes;;;;
Polo 2013;897545311;Entrada mínima R$2.500+ parcelas em 36x, 48x e até 60x.  Mais informações pode ligar, falar no whatsapp ou deixar o número no chat.  (82)9982... ver número OU WHATSAPP: https://wa.me/message/NSQYZZ3JDX4RK1;16/09;13:35;professional;38500;Carros, vans e utilitários;VW - VOLKSWAGEN POLO;VW - VOLKSWAGEN;2013;96000;1.0;Flex;Branco;57046025;Maceió;Serraria;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/polo-2013-897545311;Hatch;Manual;Hidráulica;4 portas;;;;;yes;;;;;;
Oportunidade Sorento 4x4 turbo diesel intercoolada;928185799;Leia bem a discrição  Mecanica extremamente nova *Motor *Partida *Bateria de 100 amperes *Suspensão  Tudo zerado nao foi reparado foram botados novos Funciona tudo carro totalmente integro pneus novos multimidia com camera de ré (oleos, filtros, correias) novos enfim nada a fazer so pegar e rodar. Fazendo 14 km na estrada e 10 na cidade. Única dona 70 anos desde 0km tem as notas. Sou nora esse é o whats 9965... ver número Maristela carro se encontra em Sao Miguel dos Milagres próximo a Passo de Camaragibe, São Luis do Quitunde, Porto de Pedras e Porto Calvo não é carro bagunçado então nao venha com proposta absurda nem responderei.;16/09;13:32;amateur;46000;Carros, vans e utilitários;KIA MOTORS SORENTO EX 2.5 140/170CV 4X4 AUT.DIESEL;KIA MOTORS;2007;179000;2.0 - 2.9;Diesel;Prata;57025620;Maceió;Poço;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/oportunidade-sorento-4x4-turbo-diesel-intercoolada-928185799;Passeio;Automático;Hidráulica;4 portas;8;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Saveiro TrendLine Cabine Dupla;932197086;Saveiro Cabine dupla 2017 4 pneus novos, muito conservado revisão em dia alguns detalhes na pintura.  Aceito troca em Doblo acima de 2015 (82)9991... ver número;16/09;13:29;amateur;68000;Carros, vans e utilitários;VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CD;VW - VOLKSWAGEN;2017;57000;1.6;Flex;Branco;57082020;Maceió;Santa Lúcia;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/saveiro-trendline-cabine-dupla-932197086;Pick-up;Manual;Hidráulica;2 portas;6;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Chevrolet Onix 1.4 LTZ - 2018 - Automático - 18.854KM;932123487;"""LEIA COM ATENÇÃO""  Onix 1.4 LTZ - 2018 - Automático! - CARRO PREMIUM - IMPECAVEL! COMPLETO DE TUDO - DE FABRICA! Camera de ré, central multimidia, sensores estacionamento, farol neblina, rodas esportivas, estepe NUNCA nem tirado, airbags e etc... Bancos em couro com tecido Apenas 18.854km Todas as revisões na autorizada. Nunca Batido, Nunca retocado, Nunca Avariado. Carro usado muito pouco. SEM NENHUM DEFEITO! SEM FINANCIAMENTO IPVA PAGO RECENTE  AVISO IMPORTANTE!!!  DISPENSAMOS: Curiosos - Revendedor - Conversadores!! NÃO INSISTAM!  PREÇO É FIXO - Sabemos a qualidade do carro, sabemos o valor de mercado - FAVOR NÃO INSISTIR! RESERVA - SO MEDIANTE DEPOSITO DE GARANTIA! ";16/09;13:27;amateur;62000;Carros, vans e utilitários;GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.;GM - CHEVROLET;2018;18854;1.4;Flex;Branco;57035280;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-ltz-2018-automatico-18-854km-932123487;Hatch;Automático;Hidráulica;4 portas;0;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Vendo Focus fastback SE 2016;932121955;Focus fastback 2016 câmbio automático completo;16/09;13:27;amateur;60000;Carros, vans e utilitários;FORD FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.;FORD;2016;78000;2.0 - 2.9;Flex;Cinza;57035250;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vendo-focus-fastback-se-2016-932121955;Sedã;Automático;Elétrica;4 portas;5;yes;yes;yes;yes;yes;yes;yes;yes;;
(Junior veiculos) Spin LTZ 1.8 Ano:2019 7 Lugares Extra;879988138;Spin LTZ 1.8 Ano:2019 7 Lugares flex Completa  Câmbio manual  Airbag e abs My link Bancos em couro diferenciado  Rodas de liga leve Carro todo revisado na concessionária  Único dono  IPVA pago Placa Mercosul Revisada e kilometragem baixa original Super nova  *Seminovos Junior Veiculos localizada na Av Dr Júlio Marques Luz n2410b Jatiuca Maceio Alagoas 82 3027... ver número / 9880... ver número  *Aceitamos trocas. *Fazemos financiamento bancário em até 60x. *Aceitamos todos os cartões de crédito em até 18x. *Aceitamos carta de crédito.;16/09;13:18;professional;86000;Carros, vans e utilitários;GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.;GM - CHEVROLET;2019;68000;1.8;Flex;Cinza;57035700;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/junior-veiculos-spin-ltz-1-8-ano-2019-7-lugares-extra-879988138;Passeio;Manual;Elétrica;4 portas;0;yes;yes;yes;yes;yes;yes;yes;yes;yes;
